#tail	head	KSP index
TGFBR1	SMAD3	270
EP300	NCOA1	271
SDC2	TGFB1	272
SDC2	TGFB1	273
TGFBR1	SMAD3	274
SMAD3	ETS1	275
SDC2	TGFB1	276
SDC2	TGFB1	277
TGFBR1	SMAD3	278
TGFB1	TGFBR1	279
TGFB1	TGFBR1	280
SMAD2	SMAD4	281
TGFBR2	SMAD7	282
TGFBR1	SMAD3	283
ITGB1	TGFBR2	284
ITGB3	TGFBR2	285
STRAP	SMAD3	286
SMAD3	E2F5	287
SMAD3	ESR1	288
SDC2	TGFB1	289
CTNNB1	SMAD4	290
STRAP	SMAD3	291
SMAD2	SKI	292
SMAD2	TGIF1	293
SMAD2	TP53	294
SMAD3	FOXO3	295
TGFB1	TGFBR1	296
TGFB1	TGFBR1	297
ITGB1	TGFBR2	298
ITGB1	TGFBR2	299
TGFBR2	SMAD2	300
TGFBR2	SMAD2	301
SMAD2	SMAD4	302
RB1	E2F4	303
SMAD2	MEF2C	304
TGFBR2	SMAD2	305
TGFB1	TGFBR2	306
ITGB1	TGFBR2	307
RB1	E2F4	308
TGFB1	TGFBR1	309
SMAD3	RUNX1	310
SMAD4	RBL1	311
TGFBR2	STRAP	312
SMAD2	SNIP1	313
ITGB3	TGFBR2	314
TGFBR1	SMAD3	315
TGFBR2	SMAD2	316
SMAD2	PML	317
TGFBR1	SMAD3	318
TGFBR2	SMAD2	319
TGFB1	TGFBR1	320
TGFBR2	SMAD2	321
ITGB3	TGFBR2	322
SMAD3	TP53	323
